dbn,number,question,answer
K119,0,What is your school’s mission statement?," P.S. 119 is a community that educates for a culture of peace and understanding. Our community is committed to teaching every child utilizing a holistic approach. Our goal is to create well-rounded, socially aware students who have enthusiasm for learning, pride of accomplishments, self-discipline, self-esteem and consideration for the ideas and values of others. Educating for a culture of peace and understanding is being stressed throughout the school community. Working together to believe and achieve is the global idea for our school. We are a community that thinks globally and acts locally.   2."
R010,0,What is your school’s mission statement?," P.S. 10, Fort Hill Collaborative Elementary School‘s mission is to prepare students to become leaders who leverage effective habits to ensure social, emotional and academic success. We believe students learn best when they are provided with collaborative learning experiences where they can demonstrate the application of their knowledge through hands-on projects. We use and model higher order questioning to promote student critical thinking and multiple approaches to problem-solving; utilize ""lab"" investigations to give them real-world experiences and opportunities to work cooperatively; and integrate habits which develop personal leadership skills and live our core   values of respect, responsibility and collaboration. We will foster a love of learning and discovery through interdisciplinary projects that emphasize Mathematics and the Sciences. 2."
R004,0,What is your school’s mission statement?," Section 4: CEP Overview MISSION   Our mission statement was developed through the collaboration of representatives of the various stakeholders in the PS 4 community. Our statement supports the mission of Community School District 31 and represents the shared values and priorities of our school community. The mission of the Maurice Wollin School community is to work collaboratively to foster an environment in which all children are equipped with the critical thinking, social, and emotional skills needed to succeed in the global society of the 21st century. Our core belief is that we are responsible for ensuring that all children achieve their personal best and therefore, we prioritize high expectations for all students. We maintain these expectations through cycles of professional learning, reflection, and adjustment and a commitment to growing our practice to best meet the needs of our diverse student population. All stakeholders work together to model and foster genuine respect, confidence, and the ongoing pursuit of knowledge. At P.S. 4 our motto is: P.ersonal S.uccess 4 All 2."
X529,0,What is your school’s mission statement?," One World Middle School at Edenwald is a small school committed to understanding ‘who’ the child is in order to teach them. We are dedicated to creating a respectful environment where diversity is celebrated and individuals learn and flourish by developing character, intellect, wellness and a desire for lifelong learning. At our school, we will not only provide students with rigorous standard-based academics, we will also provide students with a place where learning is self-directed. Children will not only have an understanding of what they are learning but also why they are   learning it. We enhance our learning by celebrating success, and acknowledging student and teacher accomplishments. All students will graduate with the ability to be a personal leader, a community activist and an Ambassador of Change. Similar to the United Nations charter, all cultures are celebrated at One World Middle School, real issues are discussed, and we will provide an on-going platform for dialogue. Leaders, activists and ambassadors have a common thread in that they communicate clearly and appropriately for the audience and message. For these reasons the areas of writing, speaking and listening will be carefully nurtured. Students will understand the importance of being informed and well versed in taking a position. At One World we will be guided by principles similar to the United Nations. We will seek to maintain a place of peace and security, to develop friendly relations among communities and to cooperate in solving problems and in promoting respect for human rights. 2."
Q243,0,What is your school’s mission statement?," The Institute for Health Professions at Cambria Heights (IHPCH) strives to help each student attain an individualized education consistent with the values of leadership, scholarship, and service through building relationships between students, parents, staff, and community partners. Students become artists, historians, scientists, mathematicians, literary scholars, and healthcare workers by learning to do the work of these disciplines. Collaboration and teamwork are essential elements of an education at IHPCH. The faculty works collaboratively to ensure that students’ needs are being met by constantly learning about the most effective types of instruction and supports to help students meet   their learning goals. Students and their families are integral members of IHPCH team. Through advisories, students form important relationships with the faculty and play an important role in designing their educational experience. 2."
K643,0,What is your school’s mission statement?," Section 4: CEP Overview Our vision is that every student realizes nothing less than their full potential. Our students will become academically, emotionally, and socially equipped to compete and succeed remarkably in 21 st century society.   2."
Q525,0,What is your school’s mission statement?," The mission of THHS is to foster a love of learning, to instill the habit of inquiry, and to promote an awareness of beauty in nature and in the arts. We expose our students to multiple perspectives so that they will be able to appreciate various points of view. We enable our students to achieve their potential and to become articulate and responsible adults who respect others and are productive members of our society.   2."
X267,0,What is your school’s mission statement?," The Bronx Latin School is a college preparatory school for students in grades 6 through 12. We offer a rigorous program of arts and sciences and encourage serious scholarship, independent thought, and clarity of expression. We work to inspire students to achieve their personal best through collaboration, inclusion, and goal-setting in a supportive environment of high expectations. We believe every child has the right to an exemplary education. We strive to empower our students to thrive in and graduate from college and positively impact their communities.   2."
X273,0,What is your school’s mission statement?," Mission Section 4: CEP Overview Frederick Douglass Academy V's mission is to provide ALL students with ongoing opportunities to actively engage in rigorous educational experiences that promote and support their critical thinking and strengthens their academic and socio-emotional development.   Vision The Vision of Frederick Douglass Academy V is to create a learning environment with clear expectations where ALL students can reach their highest academic and socio-emotional potential, obtain college and career readiness skills and be inspired by every stakeholder to become agents of positive social change ready to successfully meet the challenges of the 21st Century. The Instructional Focus of Frederick Douglass Academy V is to actively engage ALL students in higher level order thinking learning activities by developing data driven rigorous instruction that is in alignment with content standards and promote college and career readiness skills. 2."
M540,0,What is your school’s mission statement?," A Philip Randolph Campus High School ( APRCHS) was founded in 1979 as an educational collaboration between the New York City Department of Education and the City College of New York. Since that time APRCHS has produced generations of successful students who have gone on to great success in college and their adult careers. A. Philip Randolph said that “A community is democratic only when the humblest and weakest person can enjoy the highest civil, economic, and social rights that the biggest and most powerful possess.”   The mission of A. Philip Randolph Campus High School is to provide the highest quality education to public high school students in order to provide them with the skills and experiences necessary to prepare them to succeed in our nation’s top competitive colleges and universities. 2."
R038,0,What is your school’s mission statement?," Section 4: CEP Overview OUR VISION IS TO BE: THE SMARTEST THE BEST AND THE BRIGHTEST   PEOPLE WE CAN BE THROUGH OUR WORDS AND OUR ACTIONS. WE COMMIT OURSELVES TO BEING: RESPONSIBLE KIND CARING AND GIVING MEMBERS OF THE COMMUNITY. OUR SCHOOL COMMUNITY BELIEVES THAT: BY WORKING AND LEARNING TOGETHER WE WILL ACHIEVE OUR GOAL OF BECOMING CURIOUS, LIFE-LONG LEARNERS AND CITIZENS WHO ARE COLLEGE/CAREER READY AND ABLE TO COMPETE IN A 21ST CENTURY GLOBAL ECONOMY. 2."
K131,0,What is your school’s mission statement?," PS 131 Mission Statement Section 4: CEP Overview We, the school community, in a strong collaboration with parents and community, believe that all students can meet high standards of excellence within a safe and nurturing environment. We are committed to rigorous instructional programs in Literacy, Mathematics, Science and Technology and engaging Professional Development which address the cognitive, social and creative growth of our students. We will pursue models of standards-based instructional programs which provide opportunities for all students to be active learners within learner centered classrooms. Our   mission is to set forth high standards with clear expectations which will enable all students and teachers, in partnership with parents, to become lifelong learners, capable of meeting the challenges of our ever changing technological society. Our motto is “PS 131 where students acquire the knowledge, the voice and the conviction to live out their dreams.” This past year we have added as a motto for students “I believe in myself, I know I can do it.” These speak to the belief system that drives our passion and insatiable desire to have students create dreams for the rest of their lives and acquire the skills and motivation to fulfill them. 2."
M226,0,What is your school’s mission statement?," At P226M, our mission is to ensure that every student achieves his or her potential through rigorous instruction that promotes high expectations for ongoing cognitive, social-emotional, and physical development, in order to become a life-long contributing member of society.   2."
Q082,0,What is your school’s mission statement?," Section 4: CEP Overview   Our vision for PS82Q is a collaborative school that fosters high expectations for all through a shared vision of creating future leaders who can think critically and problem solve. Our mission is that at P.S.82Q, we promote relevant and rigorous expectations for all, encouraging students to reach their full potential. Working collaboratively, we build strong, trusting, positive relationships among students, teachers, and parents. As a learning community, we continuously expand our knowledge and empower our students to take risks and apply their learning to real world experiences. Our mission will be accomplished through the utilization of a System wide Approach to Rigor, Relevance, and Relationships (International Center for Leadership in Education). Through the use of a Rigor/Relevance Framework, students will be engaging in challenging tasks that demonstrate in-depth conceptual understanding. To enhance engagement and application, students will be challenged to apply their learning to real world situations across various disciplines. And, lastly, strong relationships between parents - teachers - students are viewed as a critical component in affecting student achievement. 2."
Q096,0,What is your school’s mission statement?," The mission of PS 96Q elementary school is to educate the whole child and prepare all students with readiness skills essential for the future. We believe that the school community shares the responsibility for the success of all students. Our goal is to create a shared path of community learners where students, staff and parents work collaboratively to support each other academically, socially and ethnically, in a nurturing and safe environment of academic excellence. It is the belief of the PS 96Q community that students learn best when they are actively engaged and challenged. Through instruction that is centered on discovery and high levels of student engagement. It is our   goal to instill an understanding of high expectations and accelerated learning achievement in all members of the school community. 2."
M018,0,What is your school’s mission statement?,"  PS/IS 18M is committed to providing quality education to all students, including bilingual and special education students, by meeting their intellectual, social and emotional needs, and working diligently to implement a high academic standards-based curriculum. We are dedicated to utilizing the resources of our parents, professionals and community, to create lifelong learners in an environment that fosters and challenges ever growing minds.  One of our biggest marks of improvement last year was the 20% jump in returned Learning Environment Surveys from the families. We are focusing on providing our educational community with more resources and   partnerships to enhance the overall school experience. The Framework for Great Schools emphasizes creating welcoming environments for families and take advantage of community resources to enrich the civic life of the school. We have done this through wellness opportunities, partnerships with local universities and the local high school. In addition, the staff welcomes, values, and incorporates families and the larger community into inclusive schools and classrooms. 2."
Q069,0,What is your school’s mission statement?," Many of our students and their families are first generation immigrants from all corners of the world. This represents a challenge as most of our students have learned English as a new language at some point in their lives and we continue to address vocabulary development throughout their school years. As a school community, we are committed to embracing and celebrating the richness of these cultures and their arts experiences while acknowledging our cultural differences. This is reflected in our mission and vision statements:   P.S. 69Q VISION The vision of PS 69, a global school community is, with parental support, to prepare students for college, career and lifelong learning while embracing cultural awareness, tolerance, respect and civic responsibility in a safe, healthy and collaborative environment. P.S. 69Q MISSION The mission of the PS 69 community is to provide rigorous and comprehensive instruction that promotes critical thinking and initiative. Our goal is to enable all students to reach their full potential by learning today for the challenges of tomorrow 2."
Q041,0,What is your school’s mission statement?," At our school, we enjoy a strong community feeling and a warm, nurturing environment. The social-emotional and academic well-being of our students is paramount. Children are encouraged to explore, achieve and excel. They are provided with a high level of instruction so that they can meet or exceed learning standards. We seek to instill a love for lifelong learning.   2."
Q055,0,What is your school’s mission statement?," Our school mantra is “At P.S. 55, We say what we think. We write what we say, and if we had the time we would read all day. Think, Say It, Write It and Read.” Our systems and routines for instruction all focus around the notion that students must be engaged to think, talk and write in order to gain understanding. We recognize this is all achieved through consistent growth.   Instructional Focus As a community we will engage in rigorous projects based learning . Our units encourage students across all populations to synthesize information and develop critical thinking skills required to solve real world challenges. 2."
X071,0,What is your school’s mission statement?," Mission Statement Section 4: CEP Overview We, the staff of PS/MS 71 are dedicated to providing an exemplary public education for each of our students in a safe, supportive, and academically challenging environment. We will encourage our students to strive high and reach their full potential, academically, socially, and emotionally. We will achieve this by promoting high academic standards in a   differentiated and multi-cultural learning environment where problem solving and decision-making are fostered and independent thinking is required. We believe that we are creating the future leaders of society. Our Vision We believe that students learn best when teachers model, differentiate, and act as facilitators as students engage in rich discussions through the use of accountable talk. Our Instructional Focus LITERACY: Our school wide instructional focus is to increase student achievement by emphasizing the importance of literacy, with a focus on independent reading. Students will read deeply and widely from a broad range of texts across content areas to demonstrate their abilities to think critically, to question and analyze texts, and make their thinking visible through writing and student led discussions. Our instructional focus will be anchored in effective leadership, rigorous instruction and best practices, strong family community ties, and a wide range of enrichment opportunities to create optimal learning conditions and promote equity and access for all. MATHEMATICS: Our school wide instructional focus is to increase student achievement by emphasizing the importance of mathematical thinking and problem solving through active student engagement, questioning and mathematical discourse. 2."
M811,0,What is your school’s mission statement?," Section 4: CEP Overview We envision our school as a collaborative community of learners. Our learning community addresses the individual needs and learning styles of all students, while maintaining and enriching a nurturing and supportive environment. We are a diverse collaborative school community dedicated to achieving high standards of academic excellence for all our students.   2."
K290,0,What is your school’s mission statement?," School Vision Section 4: CEP Overview Our collective responsibility is to join hands, heads, and hearts to develop and strengthen our children intellectually, socially and emotionally. Through collaboration we will maximize the implementation and impact of our comprehensive instructional programs so that all teachers and learners become highly competent, critical thinking citizens.   School Mission The mission of P.S. 290, the Juan Morel Campos School, in partnership with our staff, administration, parents and community, is to provide every student in every classroom with the foundations and supportive skills needed to become lifelong learners and effective problem solvers in a competitive, global society. Toward that mission, we embrace the following motto: Pride - In ourselves and in our school. Achievement - To strive to do our best. Excellence – In our work and behavior. Equity and Diversity Statement Our goal is to cultivate a diverse community in which each student can achieve their full potential. This will shape our next generation of life long learners and empower the students of P.S. 290 on a path to success. 2."
Q690,0,What is your school’s mission statement?," MISSION : To provide students with a challenging standards driven academic program. In collaboration with the school community and various partners, students will be introduced to careers in law enforcement and public safety.   2."
M187,0,What is your school’s mission statement?," PS/IS 187 continues striving towards nurturing diverse learners in grades PreK-8 who challenge themselves academically, think critically, and actively participate in their community.   2."
Q109,0,What is your school’s mission statement?," VISION STATEMENT We, the community of Jean Nuzzi Intermediate School 109, will provide students with a deep conceptual understanding of academic success and personal ownership in preparation for future global opportunities.   MISSION STATEMENT The mission of Jean Nuzzi Intermediate School 109, in partnership with the community, is to provide a rigorous education while meeting the needs of all students. 2."
M178,0,What is your school’s mission statement?," Public School 178 is located in the Washington Heights community of Manhattan. This school serves population of approximately 285 students from culturally and economically diverse backgrounds. The school building is a well-kept modern building where pride in the students’ accomplishments is evident in the prominently displayed student work.    Mission Statement : At P.S. 178 we believe that all students should be given the foundational skills and technological tools necessary to prepare them for success in the 21 st century. By providing a rigorous academic curriculum students will leave our school as problem solvers, critical thinkers and responsible citizens. P.S.178 prides itself on having a caring environment that nurtures student confidence and emotional well being. We foster mutual respect and social responsibility by placing an emphasis on strong partnerships between home, school and the community. We believe in supporting diverse learners and presenting students with equal opportunities to achieve their optimal academic performance. We understand that in order for every child to be successful they must be fully supported both inside and outside of our school. 2."
K253,0,What is your school’s mission statement?," Section 4: CEP Overview Mission statement – To be courageous as we set and put into action student and teacher goals connected to research based principals and our own professional conscience. Throughout the course of each year we build on this courage and set increasingly rigorous and challenging goals. This will enable us to achieve positive results evidenced by measurable student achievement   Vision Statement – We see our school as a community where all members: Students, staff, and parents respect, support and meet the needs of students. We strive to create an environment where learning, creativity and participation take place. Ideally, the members of our community will be lifelong learners who are responsible and accountable so that they will become productive members in our school and society. They will develop decision-making and critical thinking skills and the ability to communicate effectively. 2."
K535,0,What is your school’s mission statement?," The mission of the Leon M. Goldstein High School for the Sciences is to enable students to reach their highest potential while gaining and enhancing an appreciation of the sciences as well as to pursue lifelong learning, to apply learning to life, and to contribute positively to their communities enabling them to become caring, productive global citizens.   2."
Q135,0,What is your school’s mission statement?," Our Mission is to provide each student with a supportive, safe and nurturing learning environment that will foster creative and independent thinkers who will reflect on their own learning. Through a rigorous curriculum each student will be equipped with the skills they need to reach their fullest potential as they achieve their personal and academic goals. With a strong diverse community, students will understand one another and embrace all the wonderful things around them as they become a confident, passionate, motivated lifelong learner.   The motto of P.S. 135 is “The school that C.A.R.E.S.!” Your child will know that every staff member C.A.R.E.S. about them by instilling the following: Confident, passionate, motivated lifelong learners Achieve their personal and academic goals Reflective of their learning Equip each student with the skills to reach their fullest potential Supportive, safe and nurturing learning environment that fosters independent thinking 2."
Q121,0,What is your school’s mission statement?," Section 4: CEP Overview The school promotes academic success for all learners as evidenced in our school’s mission statement. The mission statement of our building states, “Public School 121 believes that all students can meet high standards of excellence, as well as develop social and creative activities and skills through a cooperative effort of the teachers, administrators, parents, and community.”   2."
M150,0,What is your school’s mission statement?," Section 4: CEP Overview At P.S. 150 we seek to nurture the intellectual, emotional, social and physical growth of our students as we engage their hearts and minds in a love of learning. Through child-centered, yet rigorous, curricula integrating the arts, sciences, math and English language arts, we will create independent, creative and critical thinkers, who will be on the path to college and career readiness, with the tools to excel in their future endeavors.   2."
K247,0,What is your school’s mission statement?," PS 247 strives to ensure that all students receive a rigorous, high quality, well-rounded education that will serve as a solid foundation for future success.   2."
X105,0,What is your school’s mission statement?," The mission of our school is to provide a safe environment for children to learn and for staff to teach, as well as to provide an environment that will produce life long learners through CCLS driven and differentiated instruction, which meets the needs of the school’s diverse community.   2."
K086,0,What is your school’s mission statement?," Our mission at P.S. 86 is to create within our students the abilities and self-confidence essential to the development of high academic skills by using enrichment/intervention strategies along with differentiation of instruction for all learners. We seek to provide a challenging curriculum with flexibility to meet the needs of each student by using informal and formal assessments throughout the year. We firmly believe that all students can and will learn. We encourage students to take responsibility for their learning, while enlisting the collaborative efforts of peers, parents, teachers and non-teaching staff and community leaders. This joint effort will inspire excellent achievement for all. P.S.   86 models itself as a school community where all students will meet and exceed the standards. The parents, staff and students will share in the process necessary to make students life-long learners and productive members of society. 2."
M408,0,What is your school’s mission statement?," Mission Statement: Section 4: CEP Overview Professional Performing Arts School is committed to nurturing each student's passion for the performing arts and thirst for knowledge by providing a safe, supportive community that inspires lifelong learning and a commitment to serving local and global communities. In all activities PPAS students and staff are guided by the values of empathy, engagement and excellence.   2."
M346,0,What is your school’s mission statement?," The proverb “It takes a village to raise a child” rings only half true here at Community Health Academy of the Heights. Like the proverb, we believe the health of the community is fundamentally important to the health of the individual. By forging strong relationships with local community organizations like CLOTH, New York Presbyterian Hospital, and Columbia University Medical Center, our students are offered unique opportunities to act as meaningful change agents in their neighborhood. Our teachers work collaboratively to identify student needs and prepare them for   college and ensure that they are equipped to think critically about and productively serve their community. The village raises the child, to be sure. But we believe that the child should be encouraged to, in turn, raise their village. 2."
K051,0,What is your school’s mission statement?," 1. Mission Statement Section 4: CEP Overview William Alexander Middle School 51 is a diverse community of dedicated administrators, teachers, staff and concerned parents that strive to create a welcome, nurturing and inclusive environment for students to learn and grow. William Alexander Middle School 51 welcomes students with a demonstrated ability and willingness to excel.   Teachers encourage high academic standards, the active engagement of students and community involvement. The school's educational mission is to find a balance between academic challenge and social skill building. William Alexander Middle School 51 Values: Social growth, emotional development and respect for oneself and others Inquiry-based curriculum in which children drive their own learning In-depth study of one of the arts Integrating the arts and literacy across all subject areas  High standards for educational excellence      A community in which all members have a voice  After school activities that support all aspects of the curriculum 2."
M420,0,What is your school’s mission statement?," School Contextual Information Section 4: CEP Overview Mission & Vision Statement: We are dedicated to providing a safe and nurturing learning environment at The High School for Health Professions and Human Services. We prepare our students to enter higher education and the world of health care by maintaining challenging academic standards and integrating education into professional settings so that they acquire scientific knowledge, ethics, integrity and compassion.   2."
K045,0,What is your school’s mission statement?," MISSION STATEMENT Section 4: CEP Overview The Horace E. Greene School-P.S./I.S. 45K, working in partnership with parents and the community, will create a society of lifelong learners. We will develop a community of responsible citizens who respect one another and themselves. Demanding excellence in the performance standards of student literacy, mathematics and science will insure that our students are prepared to meet the challenges of the twenty-first century.   2."
Q323,0,What is your school’s mission statement?," Mission Statement To prepare for colleges and careers of the 21st Century Vision Statement   To engage the entire Scholars’ Academy Community in cultivating and celebrating well rounded scholars and citizens equipped with the knowledge, skills, and attitudes to pursue success and happiness in the 21st Century Note: To Accomplish this mission, Scholars' Academy embodies the research-tested attributes of the Framework for Great Schools. Through effective school leadership, the Scholars' Academy teachers collaborate to design and engage students in rigorous instructional tasks and a structured student advisory program that results in a supportive environment built upon trust and strong family-community ties. 2."
M422,0,What is your school’s mission statement?, Quest's mission is to empower and engage all students by connecting rigorous learning through innovation to the increasing demands of the global society.   2.
K053,0,What is your school’s mission statement?," Section 4: CEP Overview The mission of P53K is to challenge students to achieve their personal best and empower them to become productive, independent members of society. Our collaborative disciplinary team provides a standard-based curriculum utilizing real life experiences embedded in data driven instruction. We, the staff of P53K, commit to partnering with parents and community members to maximize each student’s potential.   2."
X477,0,What is your school’s mission statement?," MISSION STATEMENT Section 4: CEP Overview The mission of Marble Hill School for International Studies is to develop in each student the necessary skills to acquire and apply knowledge. Students are provided with a social, emotional and physical environment that is nurturing, supportive, intellectually challenging and conducive to learning. Students are empowered to become self-directed,   lifelong learners inspired by their personal quest for an understanding of themselves and the global society in which they live. 2."
K721,0,What is your school’s mission statement?," P721K strives to foster an environment where students of all abilities are exposed to innovative, individualized, rigorous, and research-based instruction that is data driven and will provide them with the necessary tools to achieve the highest quality of life and independence possible. Development of strong community ties and parent outreach will provide a collaborative environment that provides consistent expectations for students, both at home and at school. A school culture of respect and trust among staff members and students is fostered through school-wide participation and teacher collaboration in developing a set of shared values that drives instruction and school activities. We believe that students learn best when instruction is student driven with an emphasis on student choice. Students are put on   the path to independence through specific instructional tracks that are set up in a hierarchical order, to help students follow an organized progression that is differentiated and appropriate for learners of varied cognitive ability. Instructional foci will address each individual student’s unique needs in the areas of literacy, math, science, social studies, vocational training, physical and fine motor mobility, as well as social needs, to emotionally and skill fully prepare students to play meaningful roles in their community during their high school and post-secondary careers. 2."
R600,0,What is your school’s mission statement?," The mission of McKee is to prepare our students to face and address the increasingly demanding technological, environmental, and energy challenges of the 21st century. Members of the school community will achieve this mission by supporting our students to develop and refine the critical thinking, communication, scientific reasoning and collaborative problem-solving skills necessary to succeed in college and the workforce. In order to meet the challenges of a global community, we seek to increase equity, inclusion, and digital citizenship. This will be accomplished in several ways. Members of the school community will attend professional development   sessions, and turnkey practices aligned with research based strategies from Advancement Via Individual Determination (AVID) via subject area learning teams; McKee Informational Technology (MITS) team members, and teacher leaders. We will share best practices of actively using technology and customizing methodologies to meet student learning needs. We at McKee will leverage organizational through such supports as the School Leadership team, the professional capacity of teachers, and staff, family engagement, and through the effective administrative and operations of the school. We, as members of the school community, will model the desired behavior of promoting equity and cultural responsiveness, subjecting every part of the school environment to improvement, as we strive to remain true to the school's vision of striving to provide wrap around services to support student achievement in college, career or life. 2."
M378,0,What is your school’s mission statement?," Section 4: CEP Overview The School for Global Leaders is located in the Marta Valle building located on the lower east side of Manhattan. There are two additional high schools in the building; Marta Valle High School and Lower East Side Preparatory School. The mission of The School for Global Leaders is to provide an education so that students will have academic, social, and emotional skills to succeed in high school, college and all future endeavors. We believe that each student has unique qualities and talents that will enable them to be leaders within the global community. Graduates of The   School for Global Leaders will have the communication skills, leadership qualities and awareness of their responsibility to advocate for change in the world. 2."
K090,0,What is your school’s mission statement?," Our mission is to create a partnership of students, parents, school, and community members committed to preparing students for college by tapping into their rich cultural backgrounds. Student success is our priority. We teach, motivate, and challenge all students, including students with special needs and/or students who have limited English proficiency. We seek to help our scholars fulfill their intellectual, emotional, aesthetic, and physical potential, and we strive to help them apply knowledge and skills learned in order to become responsible and respectful citizens in the 21 st century. To that end, our instructional approach is one where students engage in project-based learning. Since   our designation as a magnet school, we have pinpointed two instructional foci: environmental studies and community wellness. Our students will then be prepared to lead successful lives in an increasingly multicultural society. 2."
M393,0,What is your school’s mission statement?," Our Mission Section 4: CEP Overview We prepare our students with the fundamentals of business and entrepreneurship for career-long success in college and the professional world. Real-life challenges and skills are integrated into every subject area, so that BOSS seniors graduate with a Regents diploma, a Career & Technical Education endorsement in Entrepreneurship, first-hand   experience working with professionals in the sports industry, and the ability to handle college-level coursework in each academic area. Our vision was founded on the belief that all young people should be prepared for high-skill and high wage-careers, engage in quality learning experiences, and exhibit college and career readiness upon graduation from high school. We prepare our students for meaningful career pathways in the business industry and readiness to compete in the 21st century workforce with critical thinking, communication and collaboration. 2."
K084,0,What is your school’s mission statement?," The mission of PS 84 is to create positive members of society with active and creative minds, a sense of compassion for others, and influential attributes of a leader. Working closely with our talented community, we foster lifelong learners by cultivating the social, emotional, physical and academic needs of each child.   2."
K537,0,What is your school’s mission statement?," YCD VISION STATEMENT Section 4: CEP Overview AT OUR CORE, THE HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT BELIEVES THAT IT IS OUR RESPONSIBILITY AS EDUCATORS TO PROVIDE ALL STUDENTS WITH EQUITABLE SUPPORT AND ACCESS TO HIGHER EDUCATION REGARDLESS OF A STUDENT’S RACE, ETHNICITY, RELIGION, GENDER, GENDER IDENTITY, SEXUAL ORIENTATION, ECONOMIC CLASS, AND CITIZENSHIP STATUS.   YCD MISSION STATEMENT THE MISSION OF THE HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT IS TO PREPARE ALL OF OUR STUDENTS TO BE INVOLVED MEMBERS OF THEIR COMMUNITY AND TO PREPARE THEM FOR HIGHER EDUCATION. 2."
K251,0,What is your school’s mission statement?, Our mission is to celebrate diversity and overcome challenges by setting high expectations through multi-faceted instruction and positive relationships that promotes success for all.   2.
K245,0,What is your school’s mission statement?," PS 245 is committed to providing our children with a rigorous education with an emphasis on the arts and science. Through engaging learning experiences, our goal is to empower each student to grow intellectually and socially.   2."
Q123,0,What is your school’s mission statement?," Section 4: CEP Overview Mission Our mission is to maintain a school culture that enables students to achieve high standards, both academically and socially, while promoting cultural awareness. We will provide students with challenging educational experiences using   Science, Technology, Arts, Math, Engineering, Music, and Athletics. These engaging experiences will prepare students for college and career readiness skills for the 21 st Century. 2."
K279,0,What is your school’s mission statement?," Our Mission P.S. 279 is a learning and teaching community where students, teachers, instructional leaders and parents work together to provide students with teaching and learning experiences that will transform them into masterful problem solvers and decision makers. Our Vision Students make meaning of the world by connecting what they already know to new learning. The process by which they do this is through an innate sense of curiosity. Children wonder about the world around   them. Wonderment leads to inquiry. By Inquiry, we mean the process of asking questions. Inquiry leads to the process of Discovery is the process by which students find answers. Our work as educators is to lead them to discovery. We do this in a number of ways, including guiding them to discover the answers, versus giving them the answers outright in many cases. As such, educators at PS 279 embrace a vision of Wonder, Inquiry & Discovery! 2."
M185,0,What is your school’s mission statement?," Section 4: CEP Overview Our mission is to create and sustain an enriched learning environment that ensures each child reaches a high level of achievement, based on standards set by the city and state and the demands of 21st century learning. We commit to creating and sustaining a comprehensive system of support to assure this outcome.   It is our vision that children who attend our school will learn to love learning, to understand that they have a place in the world and an important contribution to make. They will understand that all learning is a process. They will be flexible, resilient and creative thinkers, who are able to work collaboratively and solve problems. To this end, we offer curricula that value student voice and choice, making each child visible and empowered to discover their own questions, proclivities and abilities. We will support all learners in these endeavors with direct learning opportunities as well as enrichment through the arts and project-based learning to meet the needs of all students. 2."
Q686,0,What is your school’s mission statement?, Queens Metropolitan High School’s Mission and Core Values. Section 4: CEP Overview MISSION STATEMENT: Queens Metropolitan High School is a college preparatory school with the mission of preparing 100% of our students to be accepted to and graduate from a college or career of their choice.   2.
K443,0,What is your school’s mission statement?," Our goals for all students: High standards and personal expectations, exacting discipline and creative risk - these are the elements needed for success in learning and in life. “Through discipline comes freedom.” Yehudi Menuhin New Voices seeks to provide an arts education together with a comprehensive, academically rigorous curriculum. We want to nurture and develop the intellectual potential as well as the creative potential of each student.   2."
K319,0,What is your school’s mission statement?," The Mission of Public School 319 is to instill a lifelong love of learning and to foster pride and self-esteem in every child. Through data driven instruction, goals and objectives are established for the whole school, groups and individual students. By differentiating instruction we strive to address the educational, social, physical and emotional needs of all children ensuring their ability to become college and career ready. At Public School 319 we believe that through collaboration between all stakeholders – parents, educators, children and community that student achievement is supported and strengthened.   2."
Q080,0,What is your school’s mission statement?," Section 4: CEP Overview The Mission of the Thurgood Marshall Magnet School Community is to educate, motivate, and challenge all scholars: To become lifelong learners, risk takers, and problem solvers   To foster creative expression through literacy, music, and the arts To encourage the advancement in mathematical thinking and technology To embrace the parent community as partners in education To emphasize community involvement The goal of the Thurgood Marshall School Community is to empower each child with the social, intellectual, and critical skills that will enable them to reach their potential as adults in a global society. Thurgood Marshall School’s vision is to become a School of Excellence where all scholars, parents, and staff will work together to help our scholars exceed the standards in all academic areas. 2."
