dbn,number,question,answer
X273,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and the community in our school. Therefore, our school will create and implement a parent involvement policy to strengthen the connection and support of student achievement between our school and the families. In order to foster a more effective and inclusive school program, all stakeholders, particularly parents, must be provided with varied points of access for communication with the school leaders and faculty. In order to facilitate fluid and continuous communication with parents, and increase parent involvement in school culture and management, FDAV will create and update the school website complete with email links to all staff members. This increase in the range of communication mechanisms with parents is expected to increase the number of parents monitoring student progress and attending parent teacher conferences. Presently, FDAV utilizes our Parent Coordinator as a point person for parent contact. Our Parent Coordinator also serves as liaison between families and the school. Strengths: ● The school leader makes it a school wide priority for all students and their families to be aware of the school-wide expectations and plan pertaining to graduating from school and provides age appropriate information about high school to students and their families. ● The school staff uses a plan to communicate with parents (i.e., class dojo, skedula, phone-conferences, and communicating in a variety of ways) concerning student progress, achievement, and needs. ● The entire school community ensures that student data is shared in a way that families can understand their child’s learning needs and successes, proactively advocate for their children, and partner with the school to provide appropriate student support. Priority Needs:  The PA and SLT have been re-established, but attendance is low.  We have low turn out for parent workshops  Ways outside of phone calls home that will communicate with parents about positive or challenging behaviors, grades, upcoming events etc.  Need more parents' email addresses and to register for Skedula 5  Our data states that 80% of parents say that school staff regularly communicate with them about how parents can help their child learn. We will therefore have a priority subgroup as our SWD and ENL students as these students often need more and different needs to access the curriculum. Part 2 – Annual Goal Indicate your school’s 2018-19 goal for improving student outcomes and school performance that addresses this element of the Framework for Great Schools–Strong Family and Community Ties. Your goal must be responsive to the identified priority need(s) indicated in Part 1, and be written as SMART–Specific, Measurable, Achievable, Relevant, and Time-bound. By June 2019 , all staff members will develop a parent outreach system in order to increase parent engagement as measured by a 10% increase in active parent accounts on our school-wide grading system, Skedula as well as attendance at parent-teacher conferences and parent workshops. 6  Part 3a – Action Plan Activities/Strategies: Detail below the activities and strategies your school will implement to achieve the identified goal for this Framework for Great Schools element, including: Target Group(s) Who will be targeted? Timeline What is the start and end date? Key Personnel Who is responsible for implementing and overseeing the activity/strategy?  Evidence-based instructional programs,  professional development, and/or systems and structures needed to impact change. Strategies to address the needs of students with disabilities, English language learners, and other high-need student subgroups (e.g., overage/under-credited, SIFE, STH). Professional Development training to the staff on how to actively seek and sustain partnerships with families and community organizations that are linked to the school’s plan for engaging parents to support student success FDAV will host a “Meet the Teacher” event in which families will be invited to attend in class presentations introducing them to their child’s Teachers and introducing the course expectations and requirements for passing. Parents will receive a Parent version of the School Handbook in English or Spanish complete with an itemized calendar of school events for the school year and a list of teacher email addresses. Parents and other stakeholders will be fully apprised of the events occurring at FDAV, including Parent Teacher Conferences, and Student Orientation by phone calls from the Parent Coordinator, Department Coordinators, and the family worker, letters mailed home and through visiting our new website during the course of the academic year. We have created a user friendly website navigation system with our calendar and other pertinent information. In order to help parents better comprehend their students' IEPs, workshops for parents will be developed in collaboration with the teachers, guidance department, PA and administration to read and understand the supports outlined in the students' IEPs as well as better understand their children's disability and ways to support them at home. Staff and families of students at FDAV September 2018 – June 2019 Administration and teachers and staff Parents/community members September 2018 Grade Team Leaders and Department Leaders Parents August/September 2018 Advisors, Grade Team Leaders Parent coordinator, Parents September 2018-June 2019 Administration, Teachers, Parent Coordinator, Family Worker, and teachers Principal, teachers, parents Sept 2018-June 2019 PTA president Parents of SWD Sept 2018-June 2019 Principal, Teachers, Parent coordinator, Guidance department, parents 7  In order to engage parents' of ENL students to support literacy, we will provide workshops to train parents and we will provide resources for parents to support their childrens' literacy at home Parents of ENL Sept 2018-June 2019 Principal, Teachers, Parent coordinator, Guidance department, parents 3b – Parent and Family Engagement If any, list the Community Based Organizations or other partnerships that support parent/family and community engagement. Indicate with N/A if not applicable. The SLT in collaboration with the PTA will organize monthly meetings from October 2018 to June 2019 to allow the principal to share evidence-based instructional strategies and other best practices to improve student academic and social emotional development. During these meeting all stakeholders will collaborate to develop strategies to maximize resources and CBO to support student learning. Part 4 – Budget and Resource Alignment Part 4a. Indicate resources you will leverage to achieve this annual goal and implement this action plan, including human resources, instructional resources, schedule adjustments, etc. Teachers will be able to make parent phone calls as part of their union contract. The family worker will make home visits of students with issues, and the guidance department will support the students who are struggling the most outside and inside of school with at risk counseling and mediations to resolve conflicts. SIT team will be monthly for common planning time. 40 Per-Session hours will be set aside for developing and attending workshops to encourage more teacher attendance and planning. Part 4b. Indicate using an “X” the fund source(s) that will be utilized to support achievement of the specified goal. X Tax Levy C4E Title I SWP 21st Century Grant Part 5 – Progress Monitoring Title I TA Title II, Part A SIG X PTA Funded Title III, Part A In Kind Title III, Immigrant Other Part 5a. Schools are expected to engage in progress monitoring as part of an overall cycle of continuous improvement planning. Identify a mid-point benchmark(s) that will indicate school progress toward meeting the specified goal. By June 2019 the parent coordinator, guidance counselor in combination with teachers and members of the SLT will collaborate to create and implement a parent outreach system that include a series of workshop focusing on understanding my adolescent child, transitioning to middle school, advantage and disadvantages of social media, cyber bullying and texting, high school articulation process, supporting the academic and social emotional development of my child and other parent activities. Resulting in a total of 50% parental engagement/ participation as measured by attendance sign in sheets, school surveys, parents and teachers conferences and other activities. Part 5b. Indicate the specific instrument of measure that is used to assess progress. Attendance records from skedula and attendance sign in sheets 8  Part 5c. In February 2019, review progress towards meeting the annual goal and make adjustments to the action plan, if applicable. 9  Section 6: Academic Intervention Services (AIS) (Required for All Schools) Directions: Schools need to maintain accurate records of students who are receiving Academic Intervention Services (AIS) to ensure that students who are not achieving proficiency receive effective and timely assistance. These records need to be made available upon request and indicate the total number of students receiving AIS in each subject area listed below and for each applicable grade in your school. Type of Academic Intervention Service (AIS) Criteria for determining AIS services (For additional guidance, refer to NYSED’s memo.) English Language Arts (ELA) DRP Level/MonthlyiReadyassessments Mathematics Students who scored either a level 1 or a low 2 on the NYS Math exam Monthly iReadyassessments Science Course Grades Social Studies Course Type of program or strategy (e.g. repeated readings, interactive writings, etc.) Enrollment in Wilson Reading Program, Just Words or Harvard Ed Lab Tutoring Tutoring Tutoring Method for delivery of service (e.g. small group, one-to-one, tutoring, etc.) Double period of ELA, Individual and small group instruction during WIN period Double period ofmath,,Individual and small group instruction in class Individual and small group instruction Individual and small group instruction Recommendations via the SBST, school psychologist, guidance counselor or teachers Individual or small group counseling Individual and small group instruction At-risk services (e.g. provided by the Guidance Counselor, School Psychologist, Social Worker, etc.) When the service is provided (e.g. during the school day, before or after school, etc.) 5x days/week; all eligible students and all related teachers/support staff 5x days/week; all eligible students and all related teachers/support staff 5x days/week; all eligible students and all related teachers/support staff 5x days/week; all eligible students and all related teachers/support staff 5x days/week; all eligible students and all related teachers/support staff 0  Section 7: Support for Students in Temporary Housing (STH) Directions: - All Title I schools must complete Part A of this section. - All Non-Title I schools must complete Part B of this section. Supporting Students in Temporary Housing (STH) As included in your Office of School and Youth Development Consolidated Plan STH Section and in accordance with the federal McKinney-Vento Homeless Assistance Act and Chancellor's Regulation A-780, schools must identify, serve, and report on students living in temporary housing (STH). For more information on using Title I set-aside funds to support your STH population, please refer to the Frequently Asked Questions document on DOE's website: http://schools.nyc.gov/NR/rdonlyres/8D99859A-AE04-40EA-A462-5363F87E67E9/0/FAQTitleISetAsideFY14.pdf Part A: FOR TITLE I SCHOOLS 1. Please identify the number of Students in Temporary Housing who are currently attending your school. (Please note that your current STH population may not be the same as officially reported in DOE systems and may change over the course of the year.) 13 2. Please describe the services you are planning to provide to the STH population. Purchasing Uniforms, Hygiene items, school items, counseling as necessary Part B: FOR NON-TITLE I SCHOOLS 1. Please identify the number of Students in Temporary Housing who are currently attending your school (please note that your STH population may change over the course of the year). NA 2. Please describe the services you are planning to provide to the STH population with the Title I set-aside funds. 1  NA 3. Some Non-Title I schools receive a specific allocation based on the reported number of students living in temporary housing. If your school received an allocation (please refer to the current Title I Funds Summary of School Allocation Memorandum), include the amount your school received in this question. If your school did not receive an allocation and needs assistance in identifying resources to assist STH students, please contact an STH liaison. NA 2  Directions: Section 8: Title I Program Information  All Schools must indicate their Title I status in Part 1.  All elements of the All Title I Schools section must be completed in Part 2.  All Targeted Assistance (TA) Schools must also complete the TA Schools Only section in Part 3.  All Schoolwide Program (SWP) Schools must also complete the SWP Schools Only section in Part 4.  If a required component is addressed elsewhere in this plan, you may refer to the section(s) where the response can be found.  For additional information, visit the Title I Intranet webpage. Part 1: Title I Status Indicate with an “X” your school’s Title I Status. X Schoolwide Program (SWP) Targeted Assistance (TA) Schools Non-Title I Part 2: All Title I Schools 2a. Highly Qualified Teachers (HQT) Describe the strategies and activities including strategies for recruitment, retention, assignments, and support including high quality professional development that ensures staff is highly qualified.  We work in collaboration with HR and a hiring committee who engages perspective candidates in a rigorous interview process. The team evaluates each candidate.  Professional development is offered regularly as part of teachers regular work schedule  Recruitment is done via TFA, NYCTF, Teacher Finder, list serves of teacher graduate schools and BFSC Support  Teachers are assigned in alignment with their certification and license.  Currently all teachers are HQ as per last year’s BEDS survey.  All new teachers will be mentored by New Teacher Center Mentoring program trained mentors and the NTC trained mentors will train the other teacher mentors on the NTC model of mentoring. AP and P will also use NTC mentor training in feedback with all teachers will be implemented. For example, the work of teacher mentors and Assistant Principals with new teachers 2b. High Quality and Ongoing Professional Development Describe the activities and strategies for high quality professional development for teachers, principals, paraprofessionals, and staff that enable all students to meet Common Core State Standards (CCSS). Professional development is a part of the fabric of our school. All teachers are required to be a part of least one Professional Learning Community (PLC). as well as during Monday PD time. Monday PDs will be developed based on assessed need both by teachers as well as by advance data. Our PLCs meet at least once per week on Tuesdays after school as per the new UFT contract. PLCs engage in inquiry-based work around the CCSS. Teachers also meet in grade and department teams once a week. Our Professional Development team aids in crafting our professional development plan for the year. Additionally, teachers, paraprofessionals and the administration attend off-site PD opportunities regularly. Two mentors. AP and principal are also being trained through the District 12 NTC mentoring initiative and turnkeying their learning to other teacher mentors. Part 3: TA Schools Only 3  3a. Use of Program Resources Describe how the TA program resources will assist participating children to meet proficiency. NA 3b. TA Coordination with the Regular Program Describe the planning, coordination and support of the TA program with the regular educational program (i.e., providing ELT, accelerated, high-quality curriculum, including applied learning; and minimize removing children from the regular classroom during regular school day). NA Part 4: SWP Schools Only 4a. Transition Plans to Assist Preschool Children (Elementary Schools Only) Describe the transition plans used to assist preschool children from early childhood programs to the elementary school program (e.g. aligned curriculum, joint PD & parent involvement activities, sharing of records/info, early intervention services, etc.). NA 4b. Measures to Include Teachers in Decisions Regarding Assessments Describe the decision making process that teachers participate in regarding the use and selection of appropriate multiple assessment measures and the professional development provided regarding the use of assessment results to improve instruction. We have both school-wide and classroom based assessments. Our assessment plan details both. School wide assessments consist of the DRP, iReady, School Net baseline assessments and periodic assessments. Teachers aid in selecting these at the end of every academic year for the following year. Teachers craft their own classroom assessments as per their curriculum map and essential questions. ● Assessment Committee will be developed that votes and/or offers input to the section or process of assessments ● Teacher teams review the effectiveness of school-wide and/or common assessments ● Surveys are conducted on teacher knowledge, comfort, and abilities with specific strategies so appropriate PD can provided and inter-visitations can be effectively set-up to encourage specific assessment practices ● Teachers and teacher teams help design rubrics that effectively assess students and modify and revise based on feedback 4  ● Teacher teams will help create, align, and modify school wide grading policies ● PD always includes a reflection piece so that all voices are heard in terms of the assessment practices and the needed PD ● Based on observations and PPO feedback from 2016-17 school year. Formative Assessments have been reflected in the PD so that it is ongoing and teachers can demonstrate data collection, modification of instruction, and provide targeted feedback to students. 4c. “Conceptual” Consolidation of Funds in SWP Schools Directions: All Schoolwide Program (SWP) schools in NYC are conceptually consolidating their Federal, State, and Local funds, even though the Galaxy system reports the allocations in separate accounting codes1. To be eligible for the flexibility consolidation of Federal funds, a Schoolwide Program school must identify in its Schoolwide plan (CEP) which programs are included in its consolidation and the amount each program contributes to the consolidated Schoolwide pool. Additionally, the school plan must document that it has met the intent and purposes of each program whose funds are consolidated2. On the chart below, indicate which Federal, State, and/or local Tax Levy program funds that are consolidated in your school’s Schoolwide Program, the amount each program contributes to the consolidated Schoolwide pool, and verification that the school has met the intent and purposes of each program whose funds are consolidated. Program Name Fund Source (i.e. Federal, State or Local) Funding Amount Indicate the amount contributed to Schoolwide pool. (Refer to Galaxy for school allocation amounts) 220,329.00 0 0 0 2,001,537.00 X X Place an (X) in Column A below to verify that the school has met the intent and purposes of each program whose funds are consolidated. Indicate in Column B, section references where a related program activity has been described in this plan. Column A Verify with an (X) Column B Section Reference(s) Section 5A Sections 5A-5E Title I Part A (Basic) Title II, Part A Title III, Part A Title III, Immigrant Tax Levy (FSF) Federal Federal Federal Federal Local 1Explanation/Background: Title I Schoolwide Program schools are expected to use the flexibility available to them to integrate services and programs with the aim of enhancing the entire educational program and helping all students reach proficient and advanced levels of achievement. In addition to coordinating and integrating services, Schoolwide Program schools may combine most Federal, State and local funds to provide those services. By consolidating funds from Federal, State, and local sources, a Schoolwide Program school can address its needs using all its available resources. This gives a school more flexibility in how it uses available resources to meet the identified needs of all its students. Consolidating funds in a Schoolwide Program means that a school treats the funds it is consolidating like they are a single “pool” of funds. In other words, the funds from the contributing programs in the school lose their individual identity and the school has one flexible pool of funds. The school uses funds from this consolidated Schoolwide pool to support any activity of the Schoolwide Program without regard to which program contributed the specific funds used for a particular activity – so long as the use of funds meets the intent and purposes of the programs from which the funds originate. To consolidate funding in a Schoolwide Program, the school does not literally need to 5  combine funds in a single account or pool with its own accounting code. Rather, the word “pool” is used conceptually to convey that a Schoolwide Program school has the use of all consolidated funds available to it for the dedicated function of operating a Schoolwide Program without regard to the identity of those funds. Consolidating Federal funds in a Schoolwide Program has the following additional advantages:  Consolidating Federal funds eases the requirements for accounting for funds from each specific program separately, because a Schoolwide school is not required to distinguish among funds received from different sources when accounting for their use.  A school that consolidates Federal funds in its Schoolwide Program is not required to meet most of the statutory and regulatory requirements of the specific Federal programs included in the consolidation (e.g., semi-annual time and effort reporting for Title I). However, the school must ensure that it meets the intent and purposes of the Federal programs included in the consolidation so that the needs of the intended beneficiaries are met. 2The intent and purposes of the Federal programs indicated on the chart above (Part 4c of this section) are as follows:  Title I, Part A – Schoolwide Programs: To upgrade the entire educational program in the school in order to improve the academic achievement of all students, particularly the lowest-achieving students. This includes provision of services for Students in Temporary Housing (STH).  Title I Priority and Focus School Improvement Funding: Support implementation of school improvement plans that aims to improve instruction and address the identified needs  Title II, Part A: Supplementary funding to improve student academic achievement by reducing class size in grades K, 1, 2, and 3, with an emphasis on grades with an average register greater than 20. If space is not available to form additional classes, funds may support push-in teacher(s) to supplement the instructional program.  Title III, Part A: To help ensure that children with limited English proficiency become proficient in English, develop high academic attainment in English, and meet the same challenging State academic content and achievement standards in the core academic subjects that all other children are expected to meet. Another purpose of this program is to increase the capacity of schools to establish, implement and sustain high-quality language instruction programs and English language development programs that assist schools in effectively teaching students with limited English proficiency. Title III, Part A is also designed to promote the participation of parents and communities of limited English proficient children in English language instruction programs.  Title III Immigrant: Supplementary and enhanced services to LEP/ELL immigrant students, in the areas of English language acquisition and content area achievement. Important Note: The following funds may not be consolidated:  Title I Parent Involvement Set-aside: Title I, Part A funds must support parent involvement activities and programs. Chancellor’s Regulation A-655 requires School Leadership Teams to consult with Title I parent representatives regarding the Title I program and the use of these funds. Parent involvement activities funded through Title I must be included in the Parent and Family Engagement Policy and aligned with student achievement goals in the school comprehensive educational plan. IDEA: To ensure that all children with disabilities have available to them a free appropriate public education designed to meet their individual needs.   Grant funds awarded via a competitive process: These funds must be used for the purposes specified by the Grantor, as described in the school’s approved grant application. 6  Section 9: Parent and Family Engagement Policy and School-Parent Compact (SPC) (Required for All Title I Schools) Directions: Title I schools are required to establish a Title I parent committee that will serve as the consultative and representative body for all Title I parents in the school regarding the Title I program. The Title I parent committee will participate with the School Leadership Team (SLT) in the joint review, planning, and improvement of the school’s Title I program. All Title I schools are required to have a Title I Parent Representative or Parent Advisory Council Chairperson that develops a Parent and Family Engagement Policy in collaboration with the School Leadership Team that meets the parental involvement requirements of Title I. The Parent and Family Engagement Policy should describe how your school will plan and implement effective parent involvement activities and/or strategies to improve student academic achievement and school performance. The School-Parent Compact (SPC) is a component of the Parent and Family Engagement Policy that outlines how parents, the entire school staff, and students will share this responsibility. The activities and/or strategies included in your school’s Parent and Family Engagement Policy should align with current S/CEP goals for improving student achievement. Schools are encouraged to include feedback from the Parent Coordinator when updating the policy. In addition, if the school community will be engaged this year in central parent involvement initiatives, such as Parent Academy, which will provide training for school communities to help strengthen family-school partnerships, please be sure to include these activities in the school’s policy. Your school’s Title I Parent Representative or Parent Advisory Council Chairperson is encouraged to use the sample Parent and Family Engagement and SPC templates below (which meet federal Title I parental involvement requirements) as guidance for updating the school’s current policy. Parent and Family Engagement Policy Educational research shows a positive correlation between effective parental involvement and student achievement. The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Frederick Douglas Academy V, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M540,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. A. Philip Randolph Campus High School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
R038,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 38, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS 38 will support parents and families of Title I students by:"
K131,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 131, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS 131 will support parents and families of Title I students by:"
M226,57,Educational research shows a positive correlation between effective parental involvement and student achievement.,
Q082,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS82, in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary (ESSA) Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS82 will support parents and families of Title I students by:"
Q096,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS96Q in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS96Q will support parents and families of Title I students by:"
M018,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S 18, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS/IS 18 will support parents and families of Title I students by:"
Q069,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 69 Q, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 69Q will support parents and families of Title I students by:"
Q041,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 41 Q The Crocheron School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 41 Q The Crocheron School will support parents and families of Title I students by:"
Q055,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 55Q , in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary School (ESSA) Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
X071,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS/MS71 , in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS/MS71 will support parents and families of Title I students by:"
M811,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P811M The Mickey Mantle School,, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
K290,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 290, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 290 will support parents and families of Title I students by:"
Q690,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. High School for Law Enforcement and Public Safety , in compliance with the Section 1118 of Title I, Part A of the ESSA Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M187,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS/IS 187 Hudson Cliffs School, will strive to create and implement a parent involvement policy to strengthen the connection between the school and the families in order to enhance the support of student achievement . The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team and Parent Teacher Organization as trained volunteers and welcomed members of the school community. PS/IS 187 Hudson Cliffs School will support parents and families of students by:"
Q109,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Jean Nuzzi IS 109, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Jean Nuzzi IS 109 will support parents and families of Title I students by:"
M178,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S 178], in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The school’s Parent Involvement Policy was designed based upon a careful assessment of the needs of all parents/guardians, including parents/guardians of English Language Learners and students with disabilities. The school community will conduct an annual evaluation of the content and effectiveness of this parent involvement policy with Title I parents to improve the academic quality of the school. The findings of the evaluation through school surveys and feedback forms will be used to design strategies to more effectively meet the needs of parents, and enhance the school’s Title I program. This information will be maintained by the school."
K253,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 253, in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary School (ESSA) Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 253 will support parents and families of Title I students by:"
